Qual sua idade?,Qual é o seu gênero?,Antes de conhecer a MusicDot você tinha algum conhecimento musical?,Você tem uma matrícula ativa da MusicDot?,Você assina o plano Semestral ou Anual?,Você pediu para fazer um teste da MusicDot antes de se matricular?,Qual é o seu principal objetivo com aprendizagem musical? (Pode selecionar mais de uma opção),Qual dessas categorias te atraiu no 1º momento? (Pode selecionar mais de uma opção),Você está atualmente fazendo aulas de que instrumento?,Qual o nível do curso que você está fazendo?,Qual a sua nota para as categorias abaixo com relação ao curso que está fazendo? [Repertório],Qual a sua nota para as categorias abaixo com relação ao curso que está fazendo? [Professor],Qual a sua nota para as categorias abaixo com relação ao curso que está fazendo? [Exercícios],Qual a sua nota para as categorias abaixo com relação ao curso que está fazendo? [Material de apoio],Qual a sua nota para as categorias abaixo com relação ao curso que está fazendo? [Qualidade dos vídeos],Qual a sua nota para as categorias abaixo com relação ao curso que está fazendo? [Didática],Como você avalia a variedade de estilos musicais para os cursos da MusicDot?,"Com relação aos recursos da MusicDot, que nota você daria para: [Acompanhamento dos professores pelo fórum]","Com relação aos recursos da MusicDot, que nota você daria para: [Tempo de resposta no fórum]","Com relação aos recursos da MusicDot, que nota você daria para: [Postar um vídeo ou áudio no fórum]","Com relação aos recursos da MusicDot, que nota você daria para: [Usar aplicativo da MusicDot]","Com relação aos recursos da MusicDot, que nota você daria para: [Download dos materiais das aulas]",Quais são os pontos negativos em se estudar na MusicDot?,Quais são os pontos positivos em estudar na MusicDot? ,"Em uma escala de 0 a 10, o quanto você recomendaria a MusicDot a um amigo(a) ou colega?",Qual a melhor forma de te avisarmos sobre novos lançamentos de cursos e funcionalidades da plataforma?,Quais foram as suas primeiras impressões em relação a MusicDot? (Pode selecionar mais de uma opção),O que te motiva acompanhar a MusicDot pelas redes sociais ? (Pode selecionar mais de uma opção),"Hoje se você fosse aprender algum instrumento musical, qual seria o principal objetivo ? (Pode selecionar mais de uma opção)",Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Preço],Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Diversas opções de pagamento],Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Suporte online para esclarecimentos de dúvidas],Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Material impresso],Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Acesso Vitalício],Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Conteúdo dos cursos],Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Didática],Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Planos oferecidos],Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Estilos musicais variados],Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Reputação da escola],Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Indicação de um amigo],Você sabia que existe a possibilidade de testar a MusicDot?,Você gostaria que a gente entrasse em contato pelo e-mail para oferecer um teste da MusicDot?,Qual plano você havia contratado?,Por quanto tempo ficou na plataforma?,Há quanto tempo você saiu da plataforma?,Porque você deixou de ser aluno da MusicDot? (Pode selecionar mais de uma opção),Gostaria de dar mais detalhes sobre sua saída?,Você estudaria novamente na MusicDot?,"Você gostaria que a gente entrasse em contato pelo e-mail para oferecer um teste da MusicDot, para você ver as novidades desde que saiu?","Em uma escala de 0 a 10, o quanto você recomendaria a MusicDot a um amigo(a) ou colega?.1",Como conheceu a MusicDot? (Pode selecionar mais de uma opção),Poderia dar mais detalhes de como conheceu a gente?,Você acompanha a MusicDot em alguma rede social ou meio? Qual? (Pode selecionar mais de uma opção),Você fez algum acampamento de música?,Quando fez o acampamento de música você já assinava a MusicDot?,Poderia falar pra gente o que te motivou a fazer o acampamento?,Quer deixar algum comentário final pra equipe da MusicDot?
de 35 a 44 anos,Homem,3,Não,,,,,,,,,,,,,,,,,,,,,,,"É um canal no Youtube sobre aprendizagem musical, É uma escola de música online, É uma página de conteúdo sobre música, É uma plataforma de cursos avulsos de música","Gosto de ficar por dentro das novidades do mundo musical, Quero aperfeiçoar o que já sei através dos conteúdos, Gosto de acompanhar alguns conteúdos produzidos, Gosto de avaliações de instrumentos musicais","Quero melhorar minhas habilidades musicais, Fazer novas amizades",Muito alta,Muito alta,Alta,Média,Muito alta,Muito alta,Alta,Alta,Alta,Muito alta,Alta,Sim,Não,,,,,,,,,Youtube,Ao adquirir meu Piano pude ganhar um curso rápido  (pena não ter tido o tempo de finalizar),Youtube,Não,Não fiz o acampamento,,Saber o motivo do aluno não participar antes de remove-lo
65 anos ou mais,Mulher,2,Não,,,,,,,,,,,,,,,,,,,,,,,É uma plataforma de cursos avulsos de música,"Quero aperfeiçoar o que já sei através dos conteúdos, Gosto de acompanhar alguns conteúdos produzidos, Gosto de avaliações de instrumentos musicais",Passatempo,Baixa,Baixa,Média,Alta,Alta,Alta,Muito alta,Muito alta,Muito alta,Muito baixa,Muito baixa,Não,Não,,,,,,,,,"Indicação de amigos ou família, Instagram, Facebook, Pesquisando no Google",,Não acompanho em nenhum lugar,Não,Não fiz o acampamento,,"amigos falam e vc. vai conferir . E`assim que encontramoso que nos é favoravé,
"
de 25 a 34 anos,Homem,0,Sim,Semestral,"Não, eu não sabia que havia a possibilidade de testar","Passatempo, Tocar/cantar na igreja",Teclado,Teclado,Básico,5 - Excelente,5 - Excelente,5 - Excelente,5 - Excelente,5 - Excelente,5 - Excelente,5.0,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,5 - Nenhuma dificuldade/ Adorei,,A forma como é ensinado.,10.0,email (newsletter),,,,,,,,,,,,,,,,,,,,,,,,,Pesquisando no Google,Pesquisando sobre aula de teclado no google.,Youtube,Não,Não fiz o acampamento,,
de 25 a 34 anos,Homem,3,Sim,Anual,"Não, eu não sabia que havia a possibilidade de testar","Quero melhorar minhas habilidades musicais, Aprender um novo estilo musical que não domino","Teclado, Piano, Teoria, Áudio",Piano,Intermediário,4,4,3,3,4,4,4.0,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,2,4,Plataforma pesada ... eu praticamente nao consigo assistir aula usando o meu celular. E isso me prejudica pois preciso usar o computador para assistir as aulas. O que me fará deixar a escola quando acabar minha assinatura. Poderia ter mais exercicios tecnicos ou uma categoria de piano voltado para desenvolvimento tecnico e motor.,"Otimos professores, cursos diretos, bom repertorio. Variedades e sempre trazendo novidades.",7.0,"""Sininho"" de avisos da plataforma, email (newsletter)",,,,,,,,,,,,,,,,,,,,,,,,,"Youtube, Pesquisando no Google",conheci quando estava procurando uma escola virtual para continuar meus estudos de piano.,Newsletter,Não,Não fiz o acampamento,,Parabens pela seriedade da escola. 
de 25 a 34 anos,Homem,1,Sim,Anual,"Não, eu não vi necessidade em experimentar","Passatempo, Desejo dar aula um dia, Aprender a me expressar melhor de outras maneiras.","Baixo, Teoria",Baixo,Intermediário,5 - Excelente,5 - Excelente,4,0 - Detestei,4,5 - Excelente,5.0,5 - Nenhuma dificuldade/ Adorei,5 - Nenhuma dificuldade/ Adorei,Não uso/Não sei opiniar,5 - Nenhuma dificuldade/ Adorei,Não uso/Não sei opiniar,"Os mesmos que qualquer curso online, ou seja, a falta do professor acompanhar de perto.","Metodologia com ótima progressão de complexidade, vídeos bem explicativos e excelentes professores.",10.0,"email (newsletter), Youtube da MusicDot, post no Instagram da MusicDot",,,,,,,,,,,,,,,,,,,,,,,,,"Podcast, Indicação de influenciadores / youtubers/ podcast",Anúncios no Nerdcast e no Gugacast,"Youtube, Instagram, Newsletter",Não,Não fiz o acampamento,,"O trabalho de vocês é excelente, mas um material escrito faz falta (por exemplo: folhas com os campos harmônicos, todas as escalas, etc.)"
de 35 a 44 anos,Homem,1,Sim,Anual,Sim,Passatempo,Saxofone,Saxofone,Básico,3,5 - Excelente,4,5 - Excelente,5 - Excelente,5 - Excelente,4.0,5 - Nenhuma dificuldade/ Adorei,5 - Nenhuma dificuldade/ Adorei,Não uso/Não sei opiniar,5 - Nenhuma dificuldade/ Adorei,5 - Nenhuma dificuldade/ Adorei,Não vejo pontos negativos,liberdade total de experimentar os vários cursos,9.0,email (newsletter),,,,,,,,,,,,,,,,,,,,,,,,,Pesquisando no Google,pesquisei no google e analisei as varias alternativas,"Youtube, Newsletter",Não,Não fiz o acampamento,,continuem sempre a evoluir
de 18 a 24 anos,Homem,3,Sim,Semestral,"Não, eu não sabia que havia a possibilidade de testar","Passatempo, Desejo ter um grupo ou banda, Quero melhorar minhas habilidades musicais, Fazer novas amizades, Quero aprender teoria musical, Quero ter a música como profissão","Teclado, Piano, Violão, Guitarra, Baixo, Canto, Teoria, Áudio",Teoria,Básico,2,4,4,4,5 - Excelente,5 - Excelente,3.0,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,"a falta de material completo, como uma apostila com todos os conhecimentos do curso, por exemplo em teoria musical que apenas tem algumas imagens pra salvar, seria bom se tivesse uma apostila com todas as escalas por exemplo, matérias resumidas e etc.","preço bom, variedade de cursos, estudar a hora que quiser",8.0,"""Sininho"" de avisos da plataforma, email (newsletter), post no Instagram da MusicDot, Grupo de Telegram",,,,,,,,,,,,,,,,,,,,,,,,,"Youtube, Indicação de influenciadores / youtubers/ podcast",Canal Riff,Não acompanho em nenhum lugar,Não,Não fiz o acampamento,,
de 18 a 24 anos,Mulher,3,Sim,Anual,"Não, eu não sabia que havia a possibilidade de testar","Passatempo, Quero melhorar minhas habilidades musicais, Quero aprender teoria musical, Aprender um novo instrumento","Piano, Teoria",Teclado,Básico,5 - Excelente,5 - Excelente,5 - Excelente,5 - Excelente,5 - Excelente,5 - Excelente,5.0,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,5 - Nenhuma dificuldade/ Adorei,Até o momento nenhum ponto negativo,"As aulas, os professores, o material, o acompanhamento e a plataforma.",10.0,email (newsletter),,,,,,,,,,,,,,,,,,,,,,,,,Youtube,Eu estava procurando por reviews de pianos.,Youtube,Não,Não fiz o acampamento,,
de 35 a 44 anos,Homem,4,Não,,,,,,,,,,,,,,,,,,,,,,,"É um canal no Youtube sobre aprendizagem musical, É uma escola de música online, É uma plataforma de cursos avulsos de música","Quero aprender um instrumento musical, Quero aperfeiçoar o que já sei através dos conteúdos, Gosto de avaliações de instrumentos musicais","Tocar/cantar na igreja, Quero melhorar minhas habilidades musicais, Quero aprender teoria musical, Conhecer um novo estilo musical, Quero me profissionalizar na música, Pretendo fazer faculdade de música",Muito alta,Alta,Muito alta,Alta,Muito alta,Muito alta,Muito alta,Alta,Alta,Alta,Média,Sim,Sim,,,,,,,,,"Youtube, Pesquisando no Google",,Youtube,Não,Não fiz o acampamento,,
de 35 a 44 anos,Homem,5,Sim,Anual,Sim,"Passatempo, Desejo ter um grupo ou banda, Quero melhorar minhas habilidades musicais, Fazer novas amizades, Quero aprender teoria musical, Quero ter a música como profissão","Teclado, Áudio",Áudio,Básico,2,1,2,0 - Detestei,2,0 - Detestei,5.0,1 - Muita Dificuldade/ Horrível,1 - Muita Dificuldade/ Horrível,1 - Muita Dificuldade/ Horrível,1 - Muita Dificuldade/ Horrível,1 - Muita Dificuldade/ Horrível,Sim é aprender tocar techados viu,Eu gosto de músicas antigas,10.0,"""Sininho"" de avisos da plataforma, email (newsletter), Youtube da MusicDot, post no Instagram da MusicDot, post no Facebook da MusicDot, Grupo de Telegram",,,,,,,,,,,,,,,,,,,,,,,,,"Youtube, Indicação de amigos ou família, Indicação de professores, Anúncios publicitários, Email marketing, Grupo Caelum Alura, Instagram, Facebook, Podcast, Pesquisando no Google, Acampamento de Música, Indicação de influenciadores / youtubers/ podcast",Não mais menos,"Youtube, Instagram, Facebook, Spotify / Podcast MusicDoters",Sim,Sim,Sim mais menos viu,Sim 
de 25 a 34 anos,Homem,2,Sim,Semestral,"Não, eu não sabia que havia a possibilidade de testar","Passatempo, Tocar/cantar na igreja, Quero melhorar minhas habilidades musicais, Quero aprender teoria musical, Aprender um novo estilo musical que não domino","Guitarra, Baixo, Ukulelê",Baixo,Intermediário,4,4,4,4,4,4,4.0,5 - Nenhuma dificuldade/ Adorei,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,1 - Muita Dificuldade/ Horrível,,,8.0,"email (newsletter), Youtube da MusicDot, post no Instagram da MusicDot, post no Facebook da MusicDot",,,,,,,,,,,,,,,,,,,,,,,,,"Youtube, Anúncios publicitários",,Youtube,Não,Não fiz o acampamento,,
de 35 a 44 anos,Homem,2,"Já tive, mas hoje não tenho mais",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plano semestral,6 meses,Bem mais do que 1 ano,"Poucos cursos do instrumento musical que quero aprender, Queria uma  licença vitalícia do curso",Queria curso voltado para o Saxofone,Sim,Sim,8.0,"Youtube, Anúncios publicitários",,Não acompanho em nenhum lugar,Não,Não fiz o acampamento,,
Abaixo de 18 anos,Homem,0,Sim,Anual,Sim,"Passatempo, Tocar/cantar na igreja, Quero melhorar minhas habilidades musicais, Quero aprender teoria musical, Quero ter a música como profissão","Teclado, Piano, Canto, Teoria",Piano,Intermediário,4,5 - Excelente,5 - Excelente,5 - Excelente,5 - Excelente,5 - Excelente,4.0,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,2,Não uso/Não sei opiniar,,,10.0,"email (newsletter), post no Instagram da MusicDot",,,,,,,,,,,,,,,,,,,,,,,,,Youtube,,"Youtube, Instagram",Não,Não fiz o acampamento,,"É um serviço excelente, só tive problemas com o aplicativo, que não acompanha o progresso feito quando uso o computador."
Abaixo de 18 anos,Homem,1,Sim,Semestral,"Não, eu não sabia que havia a possibilidade de testar","Passatempo, Tocar/cantar na igreja","Piano, Ukulelê",Ukulelê,Básico,4,5 - Excelente,5 - Excelente,3,5 - Excelente,5 - Excelente,5.0,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,5 - Nenhuma dificuldade/ Adorei,5 - Nenhuma dificuldade/ Adorei,,,10.0,"""Sininho"" de avisos da plataforma",,,,,,,,,,,,,,,,,,,,,,,,,Youtube,,Youtube,Não,Não fiz o acampamento,,
de 18 a 24 anos,Homem,2,Sim,Anual,"Não, eu não sabia que havia a possibilidade de testar","Passatempo, Tocar/cantar na igreja","Teclado, Piano, Teoria",Teclado,Básico,4,5 - Excelente,3,3,4,4,5.0,5 - Nenhuma dificuldade/ Adorei,4,5 - Nenhuma dificuldade/ Adorei,3,5 - Nenhuma dificuldade/ Adorei,ainda acho que exite um nivel na musica onde o professor presencial faz muita diferença,Acho exelente para levar o aluno de um nivel Iniciante ate avançado .. para que depois se especialize ,8.0,"""Sininho"" de avisos da plataforma, Youtube da MusicDot, post no Instagram da MusicDot",,,,,,,,,,,,,,,,,,,,,,,,,"Youtube, Anúncios publicitários, Grupo Caelum Alura",,Youtube,Não,Não fiz o acampamento,,"sobre o curso de teclado, Acho que poderiam indroduzir partituras e cifras um pouco mais cedo, mas pode ser questao de gosto"
de 55 a 64 anos,Homem,1,Sim,Anual,Sim,Passatempo,"Baixo, Percussão",Percussão,Básico,4,5 - Excelente,4,4,4,4,4.0,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,4,5 - Nenhuma dificuldade/ Adorei,A falta de contato presencial,Flexibilidade de agenda,9.0,"""Sininho"" de avisos da plataforma, Grupo de Telegram",,,,,,,,,,,,,,,,,,,,,,,,,Pesquisando no Google,Busquei cursos online de música no Google,Não acompanho em nenhum lugar,Não,Não fiz o acampamento,,Achei muito bom. Preciso é me disciplinar mais.
de 18 a 24 anos,Homem,2,Sim,Semestral,"Não, eu não sabia que havia a possibilidade de testar","Passatempo, Quero melhorar minhas habilidades musicais, Quero aprender teoria musical","Teclado, Violão, Guitarra, Canto, Teoria",Guitarra,Intermediário,5 - Excelente,5 - Excelente,4,5 - Excelente,5 - Excelente,5 - Excelente,5.0,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não enxergo nenhum.,,10.0,email (newsletter),,,,,,,,,,,,,,,,,,,,,,,,,Youtube,"Quadro ""tirando de ouvido"" no youtube","Youtube, Instagram",Não,Não fiz o acampamento,,
Abaixo de 18 anos,Homem,2,Sim,Semestral,"Não, eu não vi necessidade em experimentar","Tocar/cantar na igreja, Desejo ter um grupo ou banda, Quero melhorar minhas habilidades musicais, Fazer novas amizades, Quero aprender teoria musical","Teclado, Piano, Violão, Guitarra, Baixo, Bateria, Canto, Violino, Teoria, Saxofone, Áudio",Violão,Básico,5 - Excelente,5 - Excelente,5 - Excelente,5 - Excelente,5 - Excelente,5 - Excelente,5.0,5 - Nenhuma dificuldade/ Adorei,5 - Nenhuma dificuldade/ Adorei,5 - Nenhuma dificuldade/ Adorei,5 - Nenhuma dificuldade/ Adorei,5 - Nenhuma dificuldade/ Adorei,Nenhum,Aprender,9.0,email (newsletter),,,,,,,,,,,,,,,,,,,,,,,,,"Youtube, Anúncios publicitários, Facebook",Pesquisei na net curso de violao e me apareceu,Não acompanho em nenhum lugar,Não,Não fiz o acampamento,,Valeu pelos curso :D
de 25 a 34 anos,Mulher,0,Sim,Anual,Sim,Tocar/cantar na igreja,"Teclado, Canto",Teclado,Básico,5 - Excelente,5 - Excelente,5 - Excelente,5 - Excelente,5 - Excelente,5 - Excelente,5.0,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,5 - Nenhuma dificuldade/ Adorei,"Comecei a estudar recentemente por isso, ainda não notei nenhum ponto negativo. Estou gostando muito do curso de teclado e iniciarei o de canto logo.","Comecei a estudar recentemente mas, posso dizer que a plataforma é simples e fácil de utilizar. Estou gostando muito da metodologia do curso também.",10.0,"""Sininho"" de avisos da plataforma, email (newsletter), Youtube da MusicDot",,,,,,,,,,,,,,,,,,,,,,,,,"Youtube, Anúncios publicitários","Sempre tive interesse em aprender a tocar teclado. Recentemente comecei a pesquisar para comprar meu primeiro teclado e juntamente com isso recebi varios anúncios no youtube sobre a plataforma da musicdot. Como ja tenho alura, e gosto muito, achei interessante assinar.",Youtube,Não,Não fiz o acampamento,,Parabéns pelo trabalho! Até o presente momento estou gostando muito da plataforma e o atendimento da equipe (Sempre pronto a ajudar). Muito obrigada mesmo.
Abaixo de 18 anos,Homem,0,Sim,Anual,"Não, eu não sabia que havia a possibilidade de testar","Passatempo, Desejo ter um grupo ou banda, Quero melhorar minhas habilidades musicais, Quero aprender teoria musical","Teclado, Violão, Guitarra, Teoria",Violão,Básico,4,5 - Excelente,3,4,5 - Excelente,5 - Excelente,3.0,5 - Nenhuma dificuldade/ Adorei,5 - Nenhuma dificuldade/ Adorei,Não uso/Não sei opiniar,3,5 - Nenhuma dificuldade/ Adorei,"A dificuldade não é especificamente na MusicDot, mas sim em cursos online. A principal dificuldade é a falta de contato com outros alunos, suas dificuldades, habilidades, etc.","Estudar de acordo com seu próprio ritmo, a possibilidade de revisar os vídeos.",10.0,"email (newsletter), Youtube da MusicDot",,,,,,,,,,,,,,,,,,,,,,,,,"Youtube, Indicação de influenciadores / youtubers/ podcast","Conheci a plataforma por meio de um vídeo do youtuber Gaveta, em um vídeo sobre tipos de músicos. Ao final do vídeo, ele anuncia a MusicDot.","Youtube, Newsletter",Sim,Sim,Eu estava estagnado em meus estudos e vi no acampamento musical uma possibilidade de motivação e de melhora em minhas habilidades instrumentais.,No aplicativo da MusicDot há alguns bugs: no Dashboard os cursos que já terminei aparecem como não acabados. E também não tenho a possibilidade de acessar meu perfil pelo app.
de 18 a 24 anos,Homem,2,Sim,Anual,"Não, eu não sabia que havia a possibilidade de testar","Tocar/cantar na igreja, Quero melhorar minhas habilidades musicais, Quero aprender teoria musical, Aprender um novo estilo musical que não domino, Quero cantar fodasticamente","Canto, Ukulelê",Canto,Básico,3,3,3,3,3,3,5.0,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não é algo físico,É a distância e tem uma boa qualidade,10.0,"""Sininho"" de avisos da plataforma",,,,,,,,,,,,,,,,,,,,,,,,,Indicação de influenciadores / youtubers/ podcast,Escutando Gugacast,Youtube,Não,Não fiz o acampamento,,"Top vocês, você que tá lendo, da um sorriso mermão"
de 25 a 34 anos,Homem,2,Sim,Anual,"Não, eu não vi necessidade em experimentar",Tocar/cantar na igreja,Teclado,Teclado,Avançado,3,5 - Excelente,5 - Excelente,3,5 - Excelente,5 - Excelente,5.0,3,3,Não uso/Não sei opiniar,5 - Nenhuma dificuldade/ Adorei,1 - Muita Dificuldade/ Horrível,,Didática excelente,10.0,"""Sininho"" de avisos da plataforma",,,,,,,,,,,,,,,,,,,,,,,,,Youtube,,Youtube,Não,Não fiz o acampamento,,Vocês são ótimos fizeram a diferença na minha música
de 45 a 54 anos,Homem,0,Não,,,,,,,,,,,,,,,,,,,,,,,"É um canal no Youtube sobre aprendizagem musical, É uma escola de música online","Quero aprender um instrumento musical, Gosto de avaliações de instrumentos musicais","Passatempo, Quero melhorar minhas habilidades musicais, Fazer novas amizades, Quero aprender teoria musical, Conhecer um novo estilo musical",Muito alta,Muito alta,Alta,Alta,Muito alta,Muito alta,Muito alta,Muito alta,Alta,Alta,Média,Sim,Não,,,,,,,,,"Youtube, Pesquisando no Google","Buscava informações sobre tipos de pianos e teclados para iniciantes, com informações relevantes para quem esta pensando em comprar um desses e começar a aprender a toca-lo. Então, navegando pelo Youtube, encontrei um vídeo onde o Prof. Pedro Lopes, esclarecia dúvidas sobre esse assunto. Gostei muito das informações passadas por ele, sobre os modelos de teclados, suas diferenças básicas e avançadas, para qual público era direcionado tal produto, a diferença entre os modelos de entrada e os mais tops, etc. Depois, assisti a um outro vídeo dele falando sobre o piano digital da Casio PX 360 e confiando na sua avaliação e indicação, acabei comprando o instrumento na loja online da TeclaCenter e, hoje, quando tenho um tempo, nas horas vagas entre o trabalho, faculdade e afazeres domésticos, eu tento tocar piano.",Youtube,Não,Não fiz o acampamento,Não fiz acampamento,"Só tenho a agradecer ao professor Pedro Lopes e a toda equipe da MusicDot, que disponibilizaram os vídeos com todas as informações necessárias para aqueles que, como eu, procuram informar-se por onde começar e que instrumento comprar. Além é claro do Site que é bem fácil de navegar e o App para Androide que é show também. Muito Obrigado!"
de 35 a 44 anos,Homem,4,Sim,Anual,"Não, eu não sabia que havia a possibilidade de testar","Passatempo, Desejo ter um grupo ou banda, Quero melhorar minhas habilidades musicais, Aprender um novo estilo musical que não domino","Teclado, Piano",Teclado,Avançado,1,3,3,2,3,4,2.0,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,4,"A atualização de temas é demorada. Pra quem tá no nivel avançado o curso não oferece muito. Estou na minha terceira assinatura anual e se não atualizar novos temas / estilos / técnicas, será minha ultima assinatura",Estudar quando quiser. Bom conhecimento dos professores. ,6.0,email (newsletter),,,,,,,,,,,,,,,,,,,,,,,,,Youtube,Video no youtube,Facebook,Não,Não fiz o acampamento,,"Recomendo pra quem tá começando ou no nível intermediário. No avançado vocês precisam de explorar mais temas relevantes. Gostaria de sugerir um quadro do tipo ""Decifrando a Música"", onde um prof analisa a estrutura de uma música que é sucesso e explora todas as técnicas, timbres e etc que foram vistos naquela canção. Fazer isso para os principais instrumentos: guitarra, violão, teclado, baixo e batera. E criar 3 cursos novos: um para ""Tocar em bandas"" abordando temas de conjunto, relacionamento, ensaios, gravação, posicionamento dos instrumentos, harmonização, etc. Outro sobre ""Edição, mixagem e masterização"", como utilizar um equalizador, posicionar um mic pra gravação de violão, reverb, uso dos compressores etc. E um terceiro com o tema: ""Composição e Arranjo"",pra dar aquela moral pra quem gosta do autoral ou mesmo releitura de versões já gravadas. Tá na hora dessa plataforma que é muito boa, dar um passo a frente e se tornar de fato, a melhor e mais completa do Brasil. 

Quem sabe por um bom conteúdo, como os que citei acima, mais técnicos e específicos, poderia ter uma categoria superior na Musicdot, com uma mensalidade um pouco acima dos cursos já existentes. Tipo uma assinatura ""vip"", ""master"", ""plus"", ou o nome que quiserem, que contemple o conteúdo atual (que diga-se de passagem é bom) e algo a mais pra turbinar ainda mais o aprendizado na musica. Eu pagaria UM POUCO MAIS, pra ter MUITO MAIS!! 

Estou na minha terceira assinatura anual e pretendo não renovar se o conteúdo não evoluir.

Sucesso"
